task_id,uid,uid_num,runner,lane,status,reward,difficulty,domain_family,operation_family,phase1_feasibility,phase1_computation_type,goose_total_tokens,tool_request_total,mcp_tool_request_total,message_count,thinking_chars,text_chars,openrouter_rows_matched,openrouter_cost_total,openrouter_tokens_prompt,openrouter_tokens_completion,openrouter_tokens_reasoning,openrouter_tokens_cached,usd_per_1k_goose_tokens,exception_path,trial_dir
officeqa-uid0171,UID0171,171,officeqa-big-runner-01,,passed,1.0,easy,fx,comparison,,,63802,59,5,1246,69616,1924,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-113948-6c16cb/pool-20260402T094504Z-officeqa-big-runner-01-lane3-officeqa-uid0171/officeqa-uid0171__zyLWSwe
officeqa-uid0172,UID0172,172,officeqa-big-runner-01,,failed,0.0,hard,fx,comparison,,,55340,46,7,5434,42007,2256,18,0.090235,768902,12816,10529,742048,0.001631,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-120956-9e6670/pool-20260402T094504Z-officeqa-big-runner-01-lane4-officeqa-uid0172/officeqa-uid0172__vgwjmsc
officeqa-uid0173,UID0173,173,officeqa-big-runner-02,,passed,1.0,hard,rates_and_securities,lookup_or_aggregation,,,23660,38,16,5855,59971,1764,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-124711-8f7ba7/pool-20260402T094504Z-officeqa-big-runner-02-lane1-officeqa-uid0173/officeqa-uid0173__BU8fqKj
officeqa-uid0174,UID0174,174,officeqa-big-runner-02,,passed,1.0,hard,other,lookup_or_aggregation,,,52640,43,5,4601,51516,2253,2,0.005734,159638,885,634,159200,0.000109,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-122927-f4a270/pool-20260402T094504Z-officeqa-big-runner-02-lane2-officeqa-uid0174/officeqa-uid0174__XLbtxZy
officeqa-uid0175,UID0175,175,officeqa-big-runner-02,,failed,0.0,hard,rates_and_securities,statistical,medium,variance,18677,33,4,4537,47716,873,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-122901-2b3cf7/pool-20260402T094504Z-officeqa-big-runner-02-lane3-officeqa-uid0175/officeqa-uid0175__2JXuSpM
officeqa-uid0176,UID0176,176,officeqa-big-runner-02,,passed,1.0,easy,budget_and_receipts,lookup_or_aggregation,medium,extraction,18916,18,4,1571,16430,1276,2,0.006747,151123,1607,1034,148256,0.000357,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-122508-188d29/pool-20260402T094504Z-officeqa-big-runner-02-lane4-officeqa-uid0176/officeqa-uid0176__CHorxXv
officeqa-uid0177,UID0177,177,officeqa-big-runner-01,,passed,1.0,hard,fx,statistical,,,33311,43,9,4840,55174,1832,4,0.005263,90433,1659,1443,86368,0.000158,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-121520-9ed721/pool-20260402T094504Z-officeqa-big-runner-01-lane1-officeqa-uid0177/officeqa-uid0177__ffcjQTD
officeqa-uid0178,UID0178,178,officeqa-big-runner-01,,passed,1.0,easy,other,statistical,,,16391,30,4,3312,34502,1245,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-123608-13da6d/pool-20260402T094504Z-officeqa-big-runner-01-lane2-officeqa-uid0178/officeqa-uid0178__oAFQjXL
officeqa-uid0179,UID0179,179,officeqa-big-runner-01,,failed,0.0,hard,fx,lookup_or_aggregation,,,,210,43,7590,291742,6553,0,0,0,0,0,0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-114651-5b7dab/pool-20260402T094504Z-officeqa-big-runner-01-lane3-officeqa-uid0179/officeqa-uid0179__r9uh59v/exception.txt,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-114651-5b7dab/pool-20260402T094504Z-officeqa-big-runner-01-lane3-officeqa-uid0179/officeqa-uid0179__r9uh59v
officeqa-uid0180,UID0180,180,officeqa-big-runner-01,,passed,1.0,hard,rates_and_securities,lookup_or_aggregation,,,12664,13,8,1085,8464,1414,2,0.003376,78961,984,782,78656,0.000267,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-121753-ce49e8/pool-20260402T094504Z-officeqa-big-runner-01-lane4-officeqa-uid0180/officeqa-uid0180__FKGrGPk
officeqa-uid0181,UID0181,181,officeqa-big-runner-02,,passed,1.0,easy,other,lookup_or_aggregation,medium,range,37712,35,6,2677,28361,1715,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-125437-4a2360/pool-20260402T094504Z-officeqa-big-runner-02-lane1-officeqa-uid0181/officeqa-uid0181__qkurBvV
officeqa-uid0182,UID0182,182,officeqa-big-runner-02,,failed,0.0,hard,debt_and_international,lookup_or_aggregation,,,68710,61,5,10921,156972,3863,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-123802-14a66f/pool-20260402T094504Z-officeqa-big-runner-02-lane2-officeqa-uid0182/officeqa-uid0182__B36NBUe
officeqa-uid0183,UID0183,183,officeqa-big-runner-02,,failed,0.0,hard,fx,comparison,,,42187,37,4,3798,43803,2023,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-123731-1fb1d0/pool-20260402T094504Z-officeqa-big-runner-02-lane3-officeqa-uid0183/officeqa-uid0183__PK4tGsz
officeqa-uid0184,UID0184,184,officeqa-big-runner-02,,passed,1.0,hard,rates_and_securities,lookup_or_aggregation,,,106855,31,4,3853,34730,2497,1,0.003132,79533,629,570,78912,2.9e-05,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-122915-997442/pool-20260402T094504Z-officeqa-big-runner-02-lane4-officeqa-uid0184/officeqa-uid0184__aEgtUV5
officeqa-uid0185,UID0185,185,officeqa-big-runner-01,,passed,1.0,easy,rates_and_securities,statistical,,,84328,65,8,5444,54270,1086,2,0.005261,146580,840,751,146304,6.2e-05,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-122211-bfabc9/pool-20260402T094504Z-officeqa-big-runner-01-lane1-officeqa-uid0185/officeqa-uid0185__KmPpU2A
officeqa-uid0186,UID0186,186,officeqa-big-runner-01,,passed,1.0,easy,other,lookup_or_aggregation,,,73032,56,1,6642,65832,1846,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-124118-e0d48d/pool-20260402T094504Z-officeqa-big-runner-01-lane2-officeqa-uid0186/officeqa-uid0186__BU9Q2Wy
officeqa-uid0187,UID0187,187,officeqa-big-runner-01,,passed,1.0,hard,macro_and_monetary,statistical,medium,geometric_mean,32870,27,2,2438,13696,1243,33,0.067069,529111,13658,8557,514256,0.00204,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-120308-555b0d/pool-20260402T094504Z-officeqa-big-runner-01-lane3-officeqa-uid0187/officeqa-uid0187__SeRtLGm
officeqa-uid0188,UID0188,188,officeqa-big-runner-01,,failed,0.0,hard,macro_and_monetary,lookup_or_aggregation,,,,27,5,1685,17498,1578,4,0.010819,309162,1366,875,308128,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-122133-896887/pool-20260402T094504Z-officeqa-big-runner-01-lane4-officeqa-uid0188/officeqa-uid0188__K4PJKLX/exception.txt,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-122133-896887/pool-20260402T094504Z-officeqa-big-runner-01-lane4-officeqa-uid0188/officeqa-uid0188__K4PJKLX
officeqa-uid0189,UID0189,189,officeqa-big-runner-02,,passed,1.0,easy,rates_and_securities,lookup_or_aggregation,,,46335,38,3,9433,59852,1804,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-130022-728301/pool-20260402T094504Z-officeqa-big-runner-02-lane1-officeqa-uid0189/officeqa-uid0189__2vsuWLD
officeqa-uid0190,UID0190,190,officeqa-big-runner-02,,failed,0.0,hard,budget_and_receipts,comparison,,,19929,23,7,1390,13569,1446,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-125222-b0f08f/pool-20260402T094504Z-officeqa-big-runner-02-lane2-officeqa-uid0190/officeqa-uid0190__8Dpsduo
officeqa-uid0191,UID0191,191,officeqa-big-runner-02,,failed,0.0,easy,budget_and_receipts,comparison,,,32064,25,6,1825,16747,1226,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-124500-6e10c5/pool-20260402T094504Z-officeqa-big-runner-02-lane3-officeqa-uid0191/officeqa-uid0191__ZsWv5kw
officeqa-uid0192,UID0192,192,officeqa-big-runner-02,,passed,1.0,easy,other,comparison,,,38409,37,7,4023,45697,1823,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-123718-103db2/pool-20260402T094504Z-officeqa-big-runner-02-lane4-officeqa-uid0192/officeqa-uid0192__enoYeRs
officeqa-uid0193,UID0193,193,officeqa-big-runner-01,,failed,0.0,hard,fx,comparison,,,55961,86,11,11246,130549,2011,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-123133-ed5959/pool-20260402T094504Z-officeqa-big-runner-01-lane1-officeqa-uid0193/officeqa-uid0193__nWrcxUH
officeqa-uid0194,UID0194,194,officeqa-big-runner-01,,passed,1.0,hard,debt_and_international,comparison,,,36264,23,7,1923,18781,1098,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-125439-dd6751/pool-20260402T094504Z-officeqa-big-runner-01-lane2-officeqa-uid0194/officeqa-uid0194__eEnDJ2g
officeqa-uid0195,UID0195,195,officeqa-big-runner-01,,passed,1.0,hard,rates_and_securities,statistical,,,77791,40,1,5708,42516,1088,6,0.01888,155748,3001,2046,151840,0.000243,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-120751-3956bd/pool-20260402T094504Z-officeqa-big-runner-01-lane3-officeqa-uid0195/officeqa-uid0195__PfFvqjk
officeqa-uid0196,UID0196,196,officeqa-big-runner-01,,failed,0.0,hard,other,comparison,,,20168,38,11,2646,29877,1146,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-123756-d970e5/pool-20260402T094504Z-officeqa-big-runner-01-lane4-officeqa-uid0196/officeqa-uid0196__FE5BrsP
officeqa-uid0197,UID0197,197,officeqa-big-runner-02,,passed,1.0,easy,other,lookup_or_aggregation,,,27452,21,4,1680,14804,2029,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-130806-dd736d/pool-20260402T094504Z-officeqa-big-runner-02-lane1-officeqa-uid0197/officeqa-uid0197__poJmoKe
officeqa-uid0198,UID0198,198,officeqa-big-runner-02,,passed,1.0,easy,rates_and_securities,lookup_or_aggregation,,,80438,55,1,6271,72506,3833,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-125538-4b2853/pool-20260402T094504Z-officeqa-big-runner-02-lane2-officeqa-uid0198/officeqa-uid0198__HvxbiGa
officeqa-uid0199,UID0199,199,officeqa-big-runner-02,,passed,1.0,easy,macro_and_monetary,lookup_or_aggregation,,,58144,46,9,5705,68982,2841,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-125052-cfd267/pool-20260402T094504Z-officeqa-big-runner-02-lane3-officeqa-uid0199/officeqa-uid0199__gsvKBXd
officeqa-uid0200,UID0200,200,officeqa-big-runner-02,,passed,1.0,easy,other,lookup_or_aggregation,,,73876,29,1,2250,23893,1100,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-124615-9a3d02/pool-20260402T094504Z-officeqa-big-runner-02-lane4-officeqa-uid0200/officeqa-uid0200__kr7qQLP
officeqa-uid0201,UID0201,201,officeqa-big-runner-01,,failed,0.0,hard,budget_and_receipts,lookup_or_aggregation,,,33715,60,14,8475,103657,3920,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-124706-ea168f/pool-20260402T094504Z-officeqa-big-runner-01-lane1-officeqa-uid0201/officeqa-uid0201__iFNTuRC
officeqa-uid0202,UID0202,202,officeqa-big-runner-01,,passed,1.0,easy,macro_and_monetary,lookup_or_aggregation,,,25926,33,6,5239,57601,1323,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-125927-eacc18/pool-20260402T094504Z-officeqa-big-runner-01-lane2-officeqa-uid0202/officeqa-uid0202__ABpqJvT
officeqa-uid0203,UID0203,203,officeqa-big-runner-01,,passed,1.0,hard,fx,statistical,,,43426,58,12,5495,62872,1445,2,0.003211,78555,756,526,77984,7.4e-05,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-121547-fa319c/pool-20260402T094504Z-officeqa-big-runner-01-lane3-officeqa-uid0203/officeqa-uid0203__siMtBd4
officeqa-uid0204,UID0204,204,officeqa-big-runner-01,,passed,1.0,hard,budget_and_receipts,comparison,medium,absolute_difference,23593,11,3,1512,15773,1319,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-124414-b169e1/pool-20260402T094504Z-officeqa-big-runner-01-lane4-officeqa-uid0204/officeqa-uid0204__6aan6W9
officeqa-uid0205,UID0205,205,officeqa-big-runner-02,,passed,1.0,hard,fx,statistical,,,51776,38,10,3766,44735,1911,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-131206-c73878/pool-20260402T094504Z-officeqa-big-runner-02-lane1-officeqa-uid0205/officeqa-uid0205__ZMptcQE
officeqa-uid0206,UID0206,206,officeqa-big-runner-02,,passed,1.0,easy,rates_and_securities,comparison,,,16224,17,10,1663,16975,1270,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-130915-e572b3/pool-20260402T094504Z-officeqa-big-runner-02-lane2-officeqa-uid0206/officeqa-uid0206__Y64XdvK
officeqa-uid0207,UID0207,207,officeqa-big-runner-02,,failed,0.0,hard,rates_and_securities,statistical,?,?,10075,12,3,1212,11026,1324,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-125732-2e672f/pool-20260402T094504Z-officeqa-big-runner-02-lane3-officeqa-uid0207/officeqa-uid0207__gBmesHr
officeqa-uid0208,UID0208,208,officeqa-big-runner-02,,failed,0.0,easy,rates_and_securities,statistical,,,,54,3,5721,63883,524,0,0,0,0,0,0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-125212-6f5379/pool-20260402T094504Z-officeqa-big-runner-02-lane4-officeqa-uid0208/officeqa-uid0208__zrisghc/exception.txt,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-125212-6f5379/pool-20260402T094504Z-officeqa-big-runner-02-lane4-officeqa-uid0208/officeqa-uid0208__zrisghc
officeqa-uid0209,UID0209,209,officeqa-big-runner-01,,failed,0.0,easy,rates_and_securities,comparison,,,43635,40,5,5196,58291,783,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-125616-18afd0/pool-20260402T094504Z-officeqa-big-runner-01-lane1-officeqa-uid0209/officeqa-uid0209__8TbBXhr
officeqa-uid0210,UID0210,210,officeqa-big-runner-01,,failed,0.0,easy,debt_and_international,statistical,,,20232,27,18,3593,31278,2566,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-130854-9203ee/pool-20260402T094504Z-officeqa-big-runner-01-lane2-officeqa-uid0210/officeqa-uid0210__zsQ7h2c
officeqa-uid0211,UID0211,211,officeqa-big-runner-01,,passed,1.0,hard,other,lookup_or_aggregation,,,37022,36,3,5197,45358,2500,1,0.003188,73100,730,599,71840,8.6e-05,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-122230-808d28/pool-20260402T094504Z-officeqa-big-runner-01-lane3-officeqa-uid0211/officeqa-uid0211__DKruM3e
officeqa-uid0212,UID0212,212,officeqa-big-runner-01,,passed,1.0,hard,macro_and_monetary,comparison,,,19082,24,7,3051,31779,1536,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-124739-4170cc/pool-20260402T094504Z-officeqa-big-runner-01-lane4-officeqa-uid0212/officeqa-uid0212__dvJcdrZ
officeqa-uid0213,UID0213,213,officeqa-big-runner-02,,failed,0.0,hard,macro_and_monetary,comparison,,,10053,24,15,3223,37722,833,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-132255-fa151d/pool-20260402T094504Z-officeqa-big-runner-02-lane1-officeqa-uid0213/officeqa-uid0213__ikMfVGT
officeqa-uid0214,UID0214,214,officeqa-big-runner-02,,passed,1.0,hard,fx,lookup_or_aggregation,,,15862,27,7,3865,46586,1244,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-131257-2b84cb/pool-20260402T094504Z-officeqa-big-runner-02-lane2-officeqa-uid0214/officeqa-uid0214__NMGXm28
officeqa-uid0215,UID0215,215,officeqa-big-runner-02,,failed,0.0,hard,other,lookup_or_aggregation,,,38673,40,0,4817,49790,2225,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-130130-23cdd3/pool-20260402T094504Z-officeqa-big-runner-02-lane3-officeqa-uid0215/officeqa-uid0215__bcGrosu
officeqa-uid0216,UID0216,216,officeqa-big-runner-02,,failed,0.0,hard,budget_and_receipts,lookup_or_aggregation,,,,73,9,12839,153909,388,0,0,0,0,0,0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-130842-74054c/pool-20260402T094504Z-officeqa-big-runner-02-lane4-officeqa-uid0216/officeqa-uid0216__oNpy5qx/exception.txt,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-130842-74054c/pool-20260402T094504Z-officeqa-big-runner-02-lane4-officeqa-uid0216/officeqa-uid0216__oNpy5qx
officeqa-uid0217,UID0217,217,officeqa-big-runner-01,,passed,1.0,easy,debt_and_international,lookup_or_aggregation,,,51639,35,4,5381,41369,995,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-130510-00bfbf/pool-20260402T094504Z-officeqa-big-runner-01-lane1-officeqa-uid0217/officeqa-uid0217__Y8ywEBK
officeqa-uid0218,UID0218,218,officeqa-big-runner-01,,passed,1.0,hard,rates_and_securities,lookup_or_aggregation,,,30548,16,2,1371,16188,908,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-131408-899dc6/pool-20260402T094504Z-officeqa-big-runner-01-lane2-officeqa-uid0218/officeqa-uid0218__f6VZUgD
officeqa-uid0219,UID0219,219,officeqa-big-runner-01,,failed,0.0,hard,rates_and_securities,lookup_or_aggregation,,,51309,55,17,10222,123758,2724,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-122934-ba20d8/pool-20260402T094504Z-officeqa-big-runner-01-lane3-officeqa-uid0219/officeqa-uid0219__Hmzew3o
officeqa-uid0220,UID0220,220,officeqa-big-runner-01,,passed,1.0,hard,budget_and_receipts,comparison,,,36285,45,8,10693,111270,944,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-125248-ddebc1/pool-20260402T094504Z-officeqa-big-runner-01-lane4-officeqa-uid0220/officeqa-uid0220__h9EZa6U
officeqa-uid0221,UID0221,221,officeqa-big-runner-02,,passed,1.0,hard,rates_and_securities,comparison,,,13855,36,16,3639,44339,1104,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-132733-9067a0/pool-20260402T094504Z-officeqa-big-runner-02-lane1-officeqa-uid0221/officeqa-uid0221__yPw9JkX
officeqa-uid0222,UID0222,222,officeqa-big-runner-02,,failed,0.0,hard,rates_and_securities,lookup_or_aggregation,,,28767,37,10,3596,39635,1022,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-132003-034c07/pool-20260402T094504Z-officeqa-big-runner-02-lane2-officeqa-uid0222/officeqa-uid0222__rz4amZZ
officeqa-uid0223,UID0223,223,officeqa-big-runner-02,,failed,0.0,hard,fx,statistical,,,51817,62,21,12049,121761,3251,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-131109-983f2d/pool-20260402T094504Z-officeqa-big-runner-02-lane3-officeqa-uid0223/officeqa-uid0223__ndXNXBR
officeqa-uid0224,UID0224,224,officeqa-big-runner-02,,passed,1.0,hard,rates_and_securities,lookup_or_aggregation,,,31154,26,5,3920,44668,622,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-132516-e9356a/pool-20260402T094504Z-officeqa-big-runner-02-lane4-officeqa-uid0224/officeqa-uid0224__hL5qCk8
officeqa-uid0225,UID0225,225,officeqa-big-runner-01,,passed,1.0,hard,rates_and_securities,lookup_or_aggregation,,,36162,17,3,4692,47135,3526,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-130846-518073/pool-20260402T094504Z-officeqa-big-runner-01-lane1-officeqa-uid0225/officeqa-uid0225__9wRxkGp
officeqa-uid0226,UID0226,226,officeqa-big-runner-01,,failed,0.0,hard,debt_and_international,statistical,,,15846,21,9,1288,13370,1288,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-131809-2017d6/pool-20260402T094504Z-officeqa-big-runner-01-lane2-officeqa-uid0226/officeqa-uid0226__ZK3aoJF
officeqa-uid0227,UID0227,227,officeqa-big-runner-01,,failed,0.0,hard,other,lookup_or_aggregation,?,?,31794,26,6,3555,43552,1597,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-124341-7b1a56/pool-20260402T094504Z-officeqa-big-runner-01-lane3-officeqa-uid0227/officeqa-uid0227__mRUUcjD
officeqa-uid0228,UID0228,228,officeqa-big-runner-01,,passed,1.0,hard,fx,comparison,,,38288,49,14,7533,57862,2385,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-130120-c32e87/pool-20260402T094504Z-officeqa-big-runner-01-lane4-officeqa-uid0228/officeqa-uid0228__fLQQYNZ
